"location_name","latitude","longitude","category","details"
"Jardins del Palau de Pedralbes",41.3865493743482,2.11843529891926,"Informació d'interès","https://link.bcn.cat/cEjdPdP"
"Museu Etnològic i de Cultures del Món *Parc Montjuïc",41.3690936606092,2.15600132872035,"Informació d'interès","museuetnologic@bcn.cat"
"Casal Catòlic de Sant Andreu - Àntic Casino ""El Progrés""",41.4355270015244,2.18643994803238,"Informació d'interès","casalcatolicsantandreu@gmail.com"
"Casa Calvet",41.3909680071025,2.17301442238012,"Variables","Antoni Gaudí i Cornet"
"Escultura Colles Sant Medir",41.4034993276018,2.15241583629502,"Telèfons","932373638"
"Institut del Teatre",41.370679448981,2.15744931407101,"Informació d'interès","i.teatre@institutdelteatre.cat"
"Centre Educatiu Vedruna Gràcia Barcelona",41.40471777195,2.1514157930825,"Informació d'interès","vedrunagracia@vedruna.cat"
"Museu Egipci de Barcelona",41.3936575652061,2.16475416059524,"Informació d'interès","info@museuegipci.com"
"Facultat de Comunicació i Relacions Internacionals Blanquerna - URL",41.3835376476421,2.16627279341052,"Informació d'interès","infofcri@blanquerna.edu"
"Casa Muntadas",41.4152657201742,2.13321475460019,"",""
"Platja de Sant Sebastià",41.3737065135344,2.18967920062507,"Informació d'interès","http://barcelona.cat/ca/que-pots-fer-a-bcn/banys-i-platges/platja-de-sant-sebastia"
"Museu Marítim de Barcelona",41.3759814005448,2.17605920980032,"Informació d'interès","informacio@mmb.cat"
"Platja de la Nova Icària",41.3907647430068,2.20288388907506,"Informació d'interès","https://book.timify.com/services?accountId=648c2d9b5f01dd79c87cfd0d&hideCloseButton=true"
"Círculo Ecuestre",41.3957639404643,2.15401117813457,"Informació d'interès","administracion@circuloecuestre.es"
"Parc de la Trinitat",41.4492688252193,2.19565487539155,"Informació d'interès","https://link.bcn.cat/cPdlt"
"Centre Cívic Torre Llobeta",41.4269315096503,2.17396625059385,"Informació d'interès","info.cctorrellobeta@esport3.org"
"Institut Nacional d'Educació Física de Catalunya *Barcelona",41.3653746291262,2.14691328555654,"Informació d'interès","info@inefc.cat"
"Cementiri Sant Gervasi",41.4111553532629,2.12662521114121,"Informació d'interès","cbsa@cbsa.cat"
"Cementiri d'Horta",41.4404241840174,2.15606605758967,"Informació d'interès","cbsa@cbsa.cat"
"Parròquia rural de Santa Maria de Vallvidrera",41.4190379068877,2.09863662128513,"Informació d'interès","http://www.parcnaturalcollserola.cat/es/pages/santa-maria-de-vallvidrera"
"La Plaça del Setge de 1714",41.3742315617575,2.16104056183434,"",""
"Torre de Sant Jordi",41.4138655070945,2.14553884008405,"Variables","Salvador Vilarí i Pupurull"
"Villa Conchita o Casa dels Metges",41.4192132149374,2.14848431085003,"",""
"Carrer Sant Gervasi de Cassoles",41.4041776924035,2.13951206918919,"",""
"Gran Teatre del Liceu",41.3801467744164,2.17334672934011,"Informació d'interès","espectador@liceubarcelona.cat"
"Telefèric de Montjuïc",41.3688505653485,2.1630513619867,"Informació d'interès","http://www.telefericdemontjuic.cat/ca"
"Escola Superior d'Administració i Direcció d'Empreses - URL",41.3937413747878,2.11450041725389,"Informació d'interès","esade@esade.edu"
"Ateneu de Fabricació Digital de Les Corts",41.3835542422407,2.13555976874299,"Informació d'interès","afablescorts@bcn.cat"
"Parc de les Rieres d'Horta",41.4310791997466,2.15425943500178,"Informació d'interès","https://link.bcn.cat/cPdlRd"
"Edifici Torre Telefònica - Diagonal Zero Zero",41.4121702242453,2.22124844845054,"Variables","Enric Massip - Bosch"
"Pèrgola Fotovoltaica al Parc del Fòrum",41.4115057191554,2.2281237482571,"Informació d'interès","https://www.energia.barcelona/ca/generar-energia/lajuntament-genera/mapa-de-generacio-denergia-edificis-municipals"
"MUHBA Museu d'Història de Barcelona - Oliva Artés",41.4083072163263,2.20110673323904,"Informació d'interès","reservesmuhba@eicub.net"
"Espai Subirachs - Poblenou",41.404152690531,2.19989395569849,"Informació d'interès","https://casessingulars.com/ca/las-casas/espai-subirachs/"
"Fàbrica de Creació Ateneu Popular 9 Barris",41.4487731019265,2.18041024667944,"Informació d'interès","info@ateneu9b.net"
"Plaça de la Mercè",41.379398785228,2.17956176359347,"Variables","No"
"Parròquia de Sant Medir",41.3698416025511,2.1377566200682,"Informació d'interès","info@parroquiasantmedir.cat"
"Club Natació Sant Andreu",41.4300504712946,2.1863133364594,"Informació d'interès","https://www.cnsantandreu.com/"
"Parc de Can Rigal",41.3793281924135,2.10773905678673,"Informació d'interès","https://link.bcn.cat/cPdCR"
"La Rambla del Raval",41.3788856275623,2.1691786660709,"Variables","https://www.bcn.cat/cultura/merce/M24%20-%20Planols%20-%20RAMBLA%20DEL%20RAVAL.pdf"
"Xemeneia de Can Galta Cremat",41.4406358774735,2.18771536123458,"",""
"Les Carasses",41.4413614205769,2.19108124031925,"",""
"Ca l'Artés",41.4306058710236,2.17270371165444,"",""
"Plaça Eivissa",41.4302199861765,2.16098283685005,"",""
"Jardins d'Elvira Farreras Valentí",41.4074649473263,2.14303480627863,"Informació d'interès","http://www.bcn.cat/mediambient"
"Masia Torre Rodona - Can Vinyals de la Torre",41.3859328081991,2.12394393617007,"",""
"Jardins de Mossèn Costa i Llobera",41.3696150558756,2.17232416934953,"Informació d'interès","https://link.bcn.cat/cJdMCiL"
"Restaurant Dos Torres",41.3979553897743,2.12870495265244,"Informació d'interès","info@restaurantedestorres.com"
"Casa Josep Castelló",41.4092252209933,2.15832540555228,"Variables","Josep Masdeu Puigdemasa"
"Casa Martí Trias i Domènech",41.4135092487224,2.15312719638766,"",""
